Date,Total_Sales_EUR_Million,EPS,Close
4/13/2020,6007.62967,3.775164835,230.6730499
4/14/2020,6020.657143,3.771428571,226.4371185
4/15/2020,6033.684615,3.767692308,225.147934
4/16/2020,6046.712088,3.763956044,228.002594
4/19/2020,6085.794505,3.752747253,235.4614716
4/20/2020,6098.821978,3.749010989,226.345047
4/21/2020,6111.849451,3.745274725,228.4629974
4/22/2020,6124.876923,3.741538462,226.345047
4/23/2020,6137.904396,3.737802198,224.0429077
4/26/2020,6176.986813,3.726593407,226.7133789
4/27/2020,6190.014286,3.722857143,234.2643585
4/28/2020,6203.041758,3.719120879,235.9218903
4/29/2020,6216.069231,3.715384615,244.3016205
5/3/2020,6268.179121,3.70043956,230.3967743
5/4/2020,6281.206593,3.696703297,228.5550995
5/5/2020,6294.234066,3.692967033,223.7666626
5/6/2020,6307.261538,3.689230769,229.2917633
5/7/2020,6320.289011,3.685494505,233.4356079
5/10/2020,6359.371429,3.674285714,235.6456451
5/11/2020,6372.398901,3.670549451,233.2514343
5/12/2020,6385.426374,3.666813187,225.9766998
5/13/2020,6398.453846,3.663076923,222.2932892
5/14/2020,6411.481319,3.659340659,223.4904175
5/17/2020,6450.563736,3.648131868,230.4888763
5/18/2020,6463.591209,3.644395604,228.647171
5/19/2020,6476.618681,3.640659341,233.2514343
5/20/2020,6489.646154,3.636923077,228.647171
5/21/2020,6502.673626,3.633186813,228.4629974
5/24/2020,6541.756044,3.621978022,231.2255707
5/25/2020,6554.783516,3.618241758,228.8313599
5/26/2020,6567.810989,3.614505495,231.5018005
5/27/2020,6580.838462,3.610769231,239.6053314
5/28/2020,6593.865934,3.607032967,241.1707306
5/31/2020,6632.948352,3.595824176,238.3161011
6/1/2020,6645.975824,3.592087912,240.5261688
6/2/2020,6659.003297,3.588351648,248.9979706
6/3/2020,6672.030769,3.584615385,245.406662
6/4/2020,6685.058242,3.580879121,248.3533936
6/7/2020,6724.140659,3.56967033,243.749176
6/8/2020,6737.168132,3.565934066,244.9462128
6/9/2020,6750.195604,3.562197802,245.4987488
6/10/2020,6763.223077,3.558461538,243.749176
6/11/2020,6776.250549,3.554725275,242.5520172
6/14/2020,6815.332967,3.543516484,240.2499084
6/15/2020,6828.36044,3.53978022,250.563446
6/16/2020,6841.387912,3.536043956,254.3388977
6/17/2020,6854.415385,3.532307692,254.7072296
6/18/2020,6867.442857,3.528571429,257.1014709
6/21/2020,6906.525275,3.517362637,254.7993317
6/22/2020,6919.552747,3.513626374,258.3906555
6/23/2020,6932.58022,3.50989011,256.9172668
6/24/2020,6945.607692,3.506153846,258.7589417
6/25/2020,6958.635165,3.502417582,262.5344543
6/28/2020,6997.717582,3.491208791,262.7186279
6/29/2020,7010.745055,3.487472527,263.0869751
6/30/2020,7023.772527,3.483736264,264.0078735
7/1/2020,7036.8,3.48,273.2163391
7/2/2020,7045.952174,3.48,270.1842346
7/5/2020,7073.408696,3.48,270.8373108
7/6/2020,7082.56087,3.48,268.971405
7/7/2020,7091.713043,3.48,266.2658081
7/8/2020,7100.865217,3.48,267.4786987
7/9/2020,7110.017391,3.48,269.2512817
7/12/2020,7137.473913,3.48,268.5048828
7/13/2020,7146.626087,3.48,266.6389465
7/14/2020,7155.778261,3.48,271.5836792
7/15/2020,7164.930435,3.48,267.8518372
7/16/2020,7174.082609,3.48,270.8373108
7/19/2020,7201.53913,3.48,270.5574036
7/20/2020,7210.691304,3.48,270.1842346
7/21/2020,7219.843478,3.48,267.8518372
7/22/2020,7228.995652,3.48,271.7702332
7/23/2020,7238.147826,3.48,265.7993469
7/26/2020,7265.604348,3.48,266.4523926
7/27/2020,7274.756522,3.48,267.4786987
7/28/2020,7283.908696,3.48,269.8110352
7/29/2020,7293.06087,3.48,265.4261475
7/30/2020,7302.213043,3.48,264.0267029
8/2/2020,7329.669565,3.48,259.4552307
8/3/2020,7338.821739,3.48,262.7205811
8/4/2020,7347.973913,3.48,263.5602417
8/5/2020,7357.126087,3.48,260.2948608
8/6/2020,7366.278261,3.48,258.988739
8/9/2020,7393.734783,3.48,257.4959717
8/10/2020,7402.886957,3.48,258.6155701
8/11/2020,7412.03913,3.48,263.2803345
8/12/2020,7421.191304,3.48,263.5602417
8/13/2020,7430.343478,3.48,259.8283997
8/16/2020,7457.8,3.48,260.2015991
8/17/2020,7466.952174,3.48,260.4814758
8/18/2020,7476.104348,3.48,264.0267029
8/19/2020,7485.256522,3.48,260.2948608
8/20/2020,7494.408696,3.48,255.5367889
8/23/2020,7521.865217,3.48,259.9216919
8/24/2020,7531.017391,3.48,260.1083069
8/25/2020,7540.169565,3.48,262.5339355
8/26/2020,7549.321739,3.48,261.7876282
8/27/2020,7558.473913,3.48,258.6155701
8/30/2020,7585.930435,3.48,258.3356934
8/31/2020,7595.082609,3.48,258.8954773
9/1/2020,7604.234783,3.48,262.3473816
9/2/2020,7613.386957,3.48,259.9216919
9/3/2020,7622.53913,3.48,255.5367889
9/6/2020,7649.995652,3.48,259.9216919
9/7/2020,7659.147826,3.48,257.4027405
9/8/2020,7668.3,3.48,263.6535339
9/9/2020,7677.452174,3.48,262.6272583
9/10/2020,7686.604348,3.48,263.2803345
9/13/2020,7714.06087,3.48,262.5339355
9/14/2020,7723.213043,3.48,264.3998718
9/15/2020,7732.365217,3.48,262.1607666
9/16/2020,7741.517391,3.48,261.2278442
9/17/2020,7750.669565,3.48,258.0557556
9/20/2020,7778.126087,3.48,252.9245453
9/21/2020,7787.278261,3.48,255.5367889
9/22/2020,7796.430435,3.48,258.8954773
9/23/2020,7805.582609,3.48,255.7234039
9/24/2020,7814.734783,3.48,252.5513763
9/27/2020,7842.191304,3.48,259.9216919
9/28/2020,7851.343478,3.48,262.6272583
9/29/2020,7860.495652,3.48,258.988739
9/30/2020,7869.647826,3.48,263.7468262
10/1/2020,7878.8,3.48,262.3473816
10/4/2020,7870.181522,3.5175,261.2278442
10/5/2020,7867.308696,3.53,260.4814758
10/6/2020,7864.43587,3.5425,259.4552307
10/7/2020,7861.563043,3.555,259.8283997
10/8/2020,7858.690217,3.5675,263.4669495
10/11/2020,7850.071739,3.605,268.1316833
10/12/2020,7847.198913,3.6175,267.8518372
10/13/2020,7844.326087,3.63,270.8373108
10/14/2020,7841.453261,3.6425,265.6127625
10/15/2020,7838.580435,3.655,271.8635559
10/18/2020,7829.961957,3.6925,269.1579895
10/19/2020,7827.08913,3.705,271.117218
10/20/2020,7824.216304,3.7175,267.5718994
10/21/2020,7821.343478,3.73,266.1724854
10/22/2020,7818.470652,3.7425,269.2512817
10/25/2020,7809.852174,3.78,266.1724854
10/26/2020,7806.979348,3.7925,267.8518372
10/27/2020,7804.106522,3.805,260.1083069
10/28/2020,7801.233696,3.8175,260.3881836
10/29/2020,7798.36087,3.83,259.0820618
11/1/2020,7789.742391,3.8675,264.8663635
11/2/2020,7786.869565,3.88,270.7440491
11/3/2020,7783.996739,3.8925,279.7936707
11/4/2020,7781.123913,3.905,278.767395
11/5/2020,7778.251087,3.9175,277.0881042
11/8/2020,7769.632609,3.955,290.1494751
11/9/2020,7766.759783,3.9675,294.2544861
11/10/2020,7763.886957,3.98,297.6131592
11/11/2020,7761.01413,3.9925,296.0270996
11/12/2020,7758.141304,4.005,293.1349487
11/15/2020,7749.522826,4.0425,296.2137146
11/16/2020,7746.65,4.055,295.374054
11/17/2020,7743.777174,4.0675,293.5081177
11/18/2020,7740.904348,4.08,289.9628601
11/19/2020,7738.031522,4.0925,291.1757507
11/22/2020,7729.413043,4.13,285.7646179
11/23/2020,7726.540217,4.1425,276.0618286
11/24/2020,7723.667391,4.155,283.9919739
11/25/2020,7720.794565,4.1675,285.2981262
11/26/2020,7717.921739,4.18,288.5634766
11/29/2020,7709.303261,4.2175,286.2310791
11/30/2020,7706.430435,4.23,285.7646179
12/1/2020,7703.557609,4.2425,285.8578796
12/2/2020,7700.684783,4.255,284.5517578
12/3/2020,7697.811957,4.2675,285.7646179
12/6/2020,7689.193478,4.305,283.6188049
12/7/2020,7686.320652,4.3175,284.3651428
12/8/2020,7683.447826,4.33,281.7528992
12/9/2020,7680.575,4.3425,281.4730225
12/10/2020,7677.702174,4.355,282.2193604
12/13/2020,7669.083696,4.3925,282.4059753
12/14/2020,7666.21087,4.405,282.2193604
12/15/2020,7663.338043,4.4175,288.6567688
12/16/2020,7660.465217,4.43,284.2718811
12/17/2020,7657.592391,4.4425,284.9249268
12/20/2020,7648.973913,4.48,275.7819824
12/21/2020,7646.101087,4.4925,281.5662537
12/22/2020,7643.228261,4.505,283.3388672
12/23/2020,7640.355435,4.5175,282.0327454
12/27/2020,7628.86413,4.5675,288.3768616
12/28/2020,7625.991304,4.58,291.269043
12/29/2020,7623.118478,4.5925,292.2019653
12/30/2020,7620.245652,4.605,289.9628601
1/3/2021,7613.78,4.63,290.8025818
1/4/2021,7613.42,4.63,287.8171082
1/5/2021,7613.06,4.63,288.0969849
1/6/2021,7612.7,4.63,286.977478
1/7/2021,7612.34,4.63,285.7646179
1/10/2021,7611.26,4.63,284.64505
1/11/2021,7610.9,4.63,280.3534546
1/12/2021,7610.54,4.63,281.2864075
1/13/2021,7610.18,4.63,278.0210571
1/14/2021,7609.82,4.63,278.3942566
1/17/2021,7608.74,4.63,276.9947815
1/18/2021,7608.38,4.63,277.1813965
1/19/2021,7608.02,4.63,273.9160461
1/20/2021,7607.66,4.63,274.848999
1/21/2021,7607.3,4.63,276.4350281
1/24/2021,7606.22,4.63,278.95401
1/25/2021,7605.86,4.63,281.5662537
1/26/2021,7605.5,4.63,277.6478882
1/27/2021,7605.14,4.63,277.4613037
1/28/2021,7604.78,4.63,270.6506958
1/31/2021,7603.7,4.63,276.6216431
2/1/2021,7603.34,4.63,278.3942566
2/2/2021,7602.98,4.63,276.0618286
2/3/2021,7602.62,4.63,278.1143799
2/4/2021,7602.26,4.63,285.1115417
2/7/2021,7601.18,4.63,287.5372314
2/8/2021,7600.82,4.63,291.8287964
2/9/2021,7600.46,4.63,290.4293823
2/10/2021,7600.1,4.63,288.2835693
2/11/2021,7599.74,4.63,296.9600525
2/14/2021,7598.66,4.63,293.8812866
2/15/2021,7598.3,4.63,292.5751953
2/16/2021,7597.94,4.63,295.7472229
2/17/2021,7597.58,4.63,295.5606079
2/18/2021,7597.22,4.63,294.9076233
2/21/2021,7596.14,4.63,290.0561829
2/22/2021,7595.78,4.63,290.8025818
2/23/2021,7595.42,4.63,286.604248
2/24/2021,7595.06,4.63,286.3243713
2/25/2021,7594.7,4.63,282.4992371
2/28/2021,7593.62,4.63,285.2048645
3/1/2021,7593.26,4.63,288.1903076
3/2/2021,7592.9,4.63,286.977478
3/3/2021,7592.54,4.63,289.9628601
3/4/2021,7592.18,4.63,288.0969849
3/7/2021,7591.1,4.63,288.0969849
3/8/2021,7590.74,4.63,290.2428284
3/9/2021,7590.38,4.63,297.146698
3/10/2021,7590.02,4.63,299.5723572
3/11/2021,7589.66,4.63,300.9718323
3/14/2021,7588.58,4.63,299.9455261
3/15/2021,7588.22,4.63,301.7181702
3/16/2021,7587.86,4.63,304.1438293
3/17/2021,7587.5,4.63,300.4120178
3/18/2021,7587.14,4.63,298.9192505
3/21/2021,7586.06,4.63,299.29245
3/22/2021,7585.7,4.63,300.1321411
3/23/2021,7585.34,4.63,296.8667908
3/24/2021,7584.98,4.63,301.065094
3/25/2021,7584.62,4.63,301.9047852
3/28/2021,7583.54,4.63,304.7036438
3/29/2021,7583.18,4.63,305.8231506
3/30/2021,7582.82,4.63,304.8901978
3/31/2021,7582.46,4.63,302.1380005
4/5/2021,7600.31978,4.610659341,308.9485474
4/6/2021,7604.874725,4.605824176,308.5287476
4/7/2021,7609.42967,4.600989011,316.8320618
4/8/2021,7613.984615,4.596153846,315.7591553
4/11/2021,7627.649451,4.581648352,314.4996338
4/12/2021,7632.204396,4.576813187,317.2518616
4/13/2021,7636.759341,4.571978022,316.4122314
4/14/2021,7641.314286,4.567142857,319.8174744
4/15/2021,7645.869231,4.562307692,313.9865112
4/18/2021,7659.534066,4.547802198,316.1323242
4/19/2021,7664.089011,4.542967033,314.966156
4/20/2021,7668.643956,4.538131868,319.6309204
4/21/2021,7673.198901,4.533296703,324.3890076
4/22/2021,7677.753846,4.528461538,322.289856
4/25/2021,7691.418681,4.513956044,319.770874
4/26/2021,7695.973626,4.509120879,317.363739
4/27/2021,7700.528571,4.504285714,320.0068359
4/28/2021,7705.083516,4.499450549,323.8771362
4/29/2021,7709.638462,4.494615385,322.5083618
5/2/2021,7723.303297,4.48010989,326.2370605
5/3/2021,7727.858242,4.475274725,322.2252197
5/4/2021,7732.413187,4.47043956,326.6146545
5/5/2021,7736.968132,4.465604396,328.1721802
5/6/2021,7741.523077,4.460769231,330.2961731
5/9/2021,7755.187912,4.446263736,332.6560669
5/10/2021,7759.742857,4.441428571,326.9922485
5/11/2021,7764.297802,4.436593407,326.8978271
5/12/2021,7768.852747,4.431758242,330.532135
5/13/2021,7773.407692,4.426923077,332.6089172
5/16/2021,7787.072527,4.412417582,335.5352173
5/17/2021,7791.627473,4.407582418,332.2312927
5/18/2021,7796.182418,4.402747253,330.532135
5/19/2021,7800.737363,4.397912088,338.744751
5/20/2021,7805.292308,4.393076923,341.0574341
5/23/2021,7818.957143,4.378571429,344.2669373
5/24/2021,7823.512088,4.373736264,346.6268921
5/25/2021,7828.067033,4.368901099,345.9189453
5/26/2021,7832.621978,4.364065934,345.3997192
5/27/2021,7837.176923,4.359230769,350.7331238
5/30/2021,7850.841758,4.344725275,347.6652222
5/31/2021,7855.396703,4.33989011,349.27005
6/1/2021,7859.951648,4.335054945,350.7803955
6/2/2021,7864.506593,4.33021978,351.9603271
6/3/2021,7869.061538,4.325384615,355.3114319
6/6/2021,7882.726374,4.310879121,357.5297852
6/7/2021,7887.281319,4.306043956,359.4649048
6/8/2021,7891.836264,4.301208791,360.5976868
6/9/2021,7896.391209,4.296373626,360.5976868
6/10/2021,7900.946154,4.291538462,362.5328064
6/13/2021,7914.610989,4.277032967,363.0048218
6/14/2021,7919.165934,4.272197802,365.7423706
6/15/2021,7923.720879,4.267362637,367.3942871
6/16/2021,7928.275824,4.262527473,369.4710388
6/17/2021,7932.830769,4.257692308,368.4326477
6/20/2021,7946.495604,4.243186813,367.4414978
6/21/2021,7951.050549,4.238351648,365.7895508
6/22/2021,7955.605495,4.233516484,360.0785217
6/23/2021,7960.16044,4.228681319,368.2910461
6/24/2021,7964.715385,4.223846154,363.8071899
6/27/2021,7978.38022,4.209340659,364.0431824
6/28/2021,7982.935165,4.204505495,361.7776489
6/29/2021,7987.49011,4.19967033,354.7450562
6/30/2021,7992.045055,4.194835165,354.3202515
7/1/2021,7996.6,4.19,351.7715149
7/4/2021,8032.397826,4.19,351.8187561
7/5/2021,8044.330435,4.19,349.7419739
7/6/2021,8056.263043,4.19,355.4058533
7/7/2021,8068.195652,4.19,344.5501404
7/8/2021,8080.128261,4.19,350.9691467
7/11/2021,8115.926087,4.19,354.3202515
7/12/2021,8127.858696,4.19,354.461853
7/13/2021,8139.791304,4.19,355.4058533
7/14/2021,8151.723913,4.19,352.668335
7/15/2021,8163.656522,4.19,353.6123047
7/18/2021,8199.454348,4.19,352.2434998
7/19/2021,8211.386957,4.19,355.594635
7/20/2021,8223.319565,4.19,357.9073792
7/21/2021,8235.252174,4.19,357.9545898
7/22/2021,8247.184783,4.19,365.3647461
7/25/2021,8282.982609,4.19,362.0136414
7/26/2021,8294.915217,4.19,362.0608215
7/27/2021,8306.847826,4.19,364.2319946
7/28/2021,8318.780435,4.19,363.3352356
7/29/2021,8330.713043,4.19,364.2791748
8/1/2021,8366.51087,4.19,370.6982117
8/2/2021,8378.443478,4.19,371.783783
8/3/2021,8390.376087,4.19,373.2469177
8/4/2021,8402.308696,4.19,375.9372864
8/5/2021,8414.241304,4.19,376.6924133
8/8/2021,8450.03913,4.19,376.739624
8/9/2021,8461.971739,4.19,375.8428345
8/10/2021,8473.904348,4.19,377.8723755
8/11/2021,8485.836957,4.19,381.2235107
8/12/2021,8497.769565,4.19,380.5155334
8/15/2021,8533.567391,4.19,376.2676392
8/16/2021,8545.5,4.19,377.6835938
8/17/2021,8557.432609,4.19,371.1701965
8/18/2021,8569.365217,4.19,367.0166931
8/19/2021,8581.297826,4.19,370.5093994
8/22/2021,8617.095652,4.19,372.9637451
8/23/2021,8629.028261,4.19,371.1701965
8/24/2021,8640.96087,4.19,371.028595
8/25/2021,8652.893478,4.19,372.0197449
8/26/2021,8664.826087,4.19,371.5477905
8/29/2021,8700.623913,4.19,374.946106
8/30/2021,8712.556522,4.19,374.0965271
8/31/2021,8724.48913,4.19,377.1171875
9/1/2021,8736.421739,4.19,377.7308044
9/2/2021,8748.354348,4.19,372.7277527
9/5/2021,8784.152174,4.19,374.1437073
9/6/2021,8796.084783,4.19,371.028595
9/7/2021,8808.017391,4.19,371.9725342
9/8/2021,8819.95,4.19,375.4180908
9/9/2021,8831.882609,4.19,376.0316772
9/12/2021,8867.680435,4.19,375.2292786
9/13/2021,8879.613043,4.19,376.2676392
9/14/2021,8891.545652,4.19,370.9813843
9/15/2021,8903.478261,4.19,361.8248291
9/16/2021,8915.41087,4.19,361.164093
9/19/2021,8951.208696,4.19,351.3939209
9/20/2021,8963.141304,4.19,361.9664612
9/21/2021,8975.073913,4.19,362.9104309
9/22/2021,8987.006522,4.19,365.5535278
9/23/2021,8998.93913,4.19,357.1521912
9/26/2021,9034.736957,4.19,351.1579285
9/27/2021,9046.669565,4.19,342.3790283
9/28/2021,9058.602174,4.19,342.9453735
9/29/2021,9070.534783,4.19,336.856781
9/30/2021,9082.467391,4.19,341.2934265
10/3/2021,9093.663043,4.230434783,341.2462158
10/4/2021,9093.294565,4.250652174,343.4173584
10/5/2021,9092.926087,4.270869565,338.0839539
10/6/2021,9092.557609,4.291086957,341.6238098
10/7/2021,9092.18913,4.311304348,337.5647583
10/10/2021,9091.083696,4.371956522,335.8183899
10/11/2021,9090.715217,4.392173913,335.4880066
10/12/2021,9090.346739,4.412391304,342.0957947
10/13/2021,9089.978261,4.432608696,349.2228088
10/14/2021,9089.609783,4.452826087,348.8452454
10/17/2021,9088.504348,4.513478261,345.3997192
10/18/2021,9088.13587,4.533695652,342.2373962
10/19/2021,9087.767391,4.553913043,343.8893738
10/20/2021,9087.398913,4.574130435,348.6092529
10/21/2021,9087.030435,4.594347826,366.3087158
10/24/2021,9085.925,4.655,362.3440552
10/25/2021,9085.556522,4.675217391,368.5742493
10/26/2021,9085.188043,4.695434783,366.5919189
10/27/2021,9084.819565,4.715652174,371.406189
10/28/2021,9084.451087,4.735869565,372.8221436
10/31/2021,9083.345652,4.796521739,375.8900757
11/1/2021,9082.977174,4.81673913,377.5892029
11/2/2021,9082.608696,4.836956522,382.8282776
11/3/2021,9082.240217,4.857173913,385.8961487
11/4/2021,9081.871739,4.877391304,389.6720276
11/7/2021,9080.766304,4.938043478,389.1528625
11/8/2021,9080.397826,4.95826087,391.3240051
11/9/2021,9080.029348,4.978478261,391.1352234
11/10/2021,9079.66087,4.998695652,391.2296143
11/11/2021,9079.292391,5.018913043,397.365448
11/14/2021,9078.186957,5.079565217,400.291748
11/15/2021,9077.818478,5.099782609,403.2652588
11/16/2021,9077.45,5.12,405.719574
11/17/2021,9077.081522,5.140217391,399.2061768
11/18/2021,9076.713043,5.160434783,401.6605225
11/21/2021,9075.607609,5.221086957,394.4391174
11/22/2021,9075.23913,5.241304348,388.6336975
11/23/2021,9074.870652,5.261521739,389.4360352
11/24/2021,9074.502174,5.28173913,392.2207947
11/25/2021,9074.133696,5.301956522,379.7603455
11/28/2021,9073.028261,5.362608696,379.2883606
11/29/2021,9072.659783,5.382826087,375.2292786
11/30/2021,9072.291304,5.403043478,383.3946533
12/1/2021,9071.922826,5.42326087,375.8428345
12/2/2021,9071.554348,5.443478261,378.4387817
12/5/2021,9070.448913,5.504130435,385.7073669
12/6/2021,9070.080435,5.524347826,400.9997253
12/7/2021,9069.711957,5.544565217,394.8167114
12/8/2021,9069.343478,5.564782609,395.6191101
12/9/2021,9068.975,5.585,397.4598389
12/12/2021,9067.869565,5.645652174,394.580719
12/13/2021,9067.501087,5.665869565,391.9375916
12/14/2021,9067.132609,5.686086957,393.9199219
12/15/2021,9066.76413,5.706304348,395.0054932
12/16/2021,9066.395652,5.726521739,389.90802
12/19/2021,9065.290217,5.787173913,387.9729004
12/20/2021,9064.921739,5.807391304,391.6544189
12/21/2021,9064.553261,5.827608696,395.5246887
12/22/2021,9064.184783,5.847826087,398.9701843
12/23/2021,9063.816304,5.868043478,398.6870422
12/26/2021,9062.71087,5.928695652,394.72229
12/27/2021,9062.342391,5.948913043,397.507019
12/28/2021,9061.973913,5.969130435,395.3831177
12/29/2021,9061.605435,5.989347826,396.2798157
12/30/2021,9061.236957,6.009565217,393.5895996
1/2/2022,9063.225556,6.05,402.1325073
1/3/2022,9065.951111,6.05,407.22995
1/4/2022,9068.676667,6.05,404.2092285
1/5/2022,9071.402222,6.05,389.8608704
1/6/2022,9074.127778,6.05,386.6040955
1/9/2022,9082.304444,6.05,372.5389709
1/10/2022,9085.03,6.05,374.1437073
1/11/2022,9087.755556,6.05,377.6363831
1/12/2022,9090.481111,6.05,367.0166931
1/13/2022,9093.206667,6.05,358.1433716
1/16/2022,9101.383333,6.05,363.6656189
1/17/2022,9104.108889,6.05,354.9338684
1/18/2022,9106.834444,6.05,356.1138
1/19/2022,9109.56,6.05,359.4649048
1/20/2022,9112.285556,6.05,354.461853
1/23/2022,9120.462222,6.05,345.8245239
1/24/2022,9123.187778,6.05,349.128418
1/25/2022,9125.913333,6.05,351.2523499
1/26/2022,9128.638889,6.05,352.1491089
1/27/2022,9131.364444,6.05,347.4765015
1/30/2022,9139.541111,6.05,355.7362671
1/31/2022,9142.266667,6.05,356.6329956
2/1/2022,9144.992222,6.05,358.3321838
2/2/2022,9147.717778,6.05,351.6299438
2/3/2022,9150.443333,6.05,347.1460876
2/6/2022,9158.62,6.05,350.5444031
2/7/2022,9161.345556,6.05,348.2316589
2/8/2022,9164.071111,6.05,350.5915527
2/9/2022,9166.796667,6.05,343.6062012
2/10/2022,9169.522222,6.05,343.55896
2/13/2022,9177.698889,6.05,333.316864
2/14/2022,9180.424444,6.05,339.2167053
2/15/2022,9183.15,6.05,335.2520142
2/16/2022,9185.875556,6.05,336.6207886
2/17/2022,9188.601111,6.05,340.5382996
2/20/2022,9196.777778,6.05,327.0394592
